NM_YR|NM_MTH|MS_CPI_IDX|MS_WITHOUT_ENE_IDX|MS_WITHOUT_PTRL_IDX|MS_WT_CPI|MS_CPI_INFL|MS_HLTH_IDX|MS_SMOOTH_IDX|NM_BASE_YR
1935|5|13.68000000|.|.|1000|.|.|.|1971
1935|5|9.95000000|.|.|1000|.|.|.|1974
1935|5|6.48000000|.|.|1000|.|.|.|1981
1935|5|4.79000000|.|.|1000|.|.|.|1988
1935|5|3.90000000|.|.|1000|.|.|.|1996
1935|5|3.40000000|.|.|1000|.|.|.|2004
1935|5|2.78000000|.|.|1000|-3.47%|.|.|2013
1935|6|649.00000000|.|.|1000|.|.|.|1914
1935|6|89.24000000|.|.|1000|.|.|.|1936
1935|6|21.49000000|.|.|1000|.|.|.|1953
1935|6|16.54000000|.|.|1000|.|.|.|1966
1935|6|13.91000000|.|.|1000|.|.|.|1971
1935|6|10.12000000|.|.|1000|.|.|.|1974
1935|6|6.60000000|.|.|1000|.|.|.|1981
1935|6|4.87000000|.|.|1000|.|.|.|1988
1935|6|3.97000000|.|.|1000|.|.|.|1996
1935|6|3.46000000|.|.|1000|.|.|.|2004
1935|6|2.82000000|.|.|1000|-0.35%|.|.|2013
1935|7|654.00000000|.|.|1000|.|.|.|1914
1935|7|89.93000000|.|.|1000|.|.|.|1936
1935|7|21.66000000|.|.|1000|.|.|.|1953
1935|7|16.67000000|.|.|1000|.|.|.|1966
1935|7|14.02000000|.|.|1000|.|.|.|1971
1935|7|10.20000000|.|.|1000|.|.|.|1974
1935|7|6.65000000|.|.|1000|.|.|.|1981
1935|7|4.91000000|.|.|1000|.|.|.|1988
1935|7|4.00000000|.|.|1000|.|.|.|1996
1935|7|3.49000000|.|.|1000|.|.|.|2004
1935|7|2.84000000|.|.|1000|0.00%|.|.|2013
1935|8|662.00000000|.|.|1000|.|.|.|1914
1935|8|91.03000000|.|.|1000|.|.|.|1936
1935|8|21.93000000|.|.|1000|.|.|.|1953
1935|8|16.87000000|.|.|1000|.|.|.|1966
1935|8|14.19000000|.|.|1000|.|.|.|1971
1935|8|10.33000000|.|.|1000|.|.|.|1974
1935|8|6.73000000|.|.|1000|.|.|.|1981
1935|8|4.97000000|.|.|1000|.|.|.|1988
1935|8|4.05000000|.|.|1000|.|.|.|1996
1935|8|3.53000000|.|.|1000|.|.|.|2004
1935|8|2.88000000|.|.|1000|0.35%|.|.|2013
1935|9|670.00000000|.|.|1000|.|.|.|1914
1935|9|92.13000000|.|.|1000|.|.|.|1936
1935|9|22.19000000|.|.|1000|.|.|.|1953
1935|9|17.08000000|.|.|1000|.|.|.|1966
1935|9|14.36000000|.|.|1000|.|.|.|1971
1935|9|10.45000000|.|.|1000|.|.|.|1974
1935|9|6.81000000|.|.|1000|.|.|.|1981
1935|9|5.03000000|.|.|1000|.|.|.|1988
1935|9|4.10000000|.|.|1000|.|.|.|1996
1935|9|3.57000000|.|.|1000|.|.|.|2004
1935|9|2.91000000|.|.|1000|1.39%|.|.|2013
1935|10|684.00000000|.|.|1000|.|.|.|1914
1935|10|94.05000000|.|.|1000|.|.|.|1936
1935|10|22.65000000|.|.|1000|.|.|.|1953
1935|10|17.44000000|.|.|1000|.|.|.|1966
1935|10|14.66000000|.|.|1000|.|.|.|1971
1935|10|10.67000000|.|.|1000|.|.|.|1974
1935|10|6.95000000|.|.|1000|.|.|.|1981
1935|10|5.14000000|.|.|1000|.|.|.|1988
1935|10|4.19000000|.|.|1000|.|.|.|1996
1935|10|3.65000000|.|.|1000|.|.|.|2004
1935|10|2.98000000|.|.|1000|3.11%|.|.|2013
1935|11|689.00000000|.|.|1000|.|.|.|1914
1935|11|94.74000000|.|.|1000|.|.|.|1936
1935|11|22.82000000|.|.|1000|.|.|.|1953
1935|11|17.56000000|.|.|1000|.|.|.|1966
1935|11|14.77000000|.|.|1000|.|.|.|1971
1935|11|10.75000000|.|.|1000|.|.|.|1974
1935|11|7.00000000|.|.|1000|.|.|.|1981
1935|11|5.17000000|.|.|1000|.|.|.|1988
1935|11|4.22000000|.|.|1000|.|.|.|1996
1935|11|3.67000000|.|.|1000|.|.|.|2004
1935|11|3.00000000|.|.|1000|4.17%|.|.|2013
1935|12|684.00000000|.|.|1000|.|.|.|1914
1935|12|94.05000000|.|.|1000|.|.|.|1936
1935|12|22.65000000|.|.|1000|.|.|.|1953
1935|12|17.44000000|.|.|1000|.|.|.|1966
1935|12|14.66000000|.|.|1000|.|.|.|1971
1935|12|10.67000000|.|.|1000|.|.|.|1974
1935|12|6.95000000|.|.|1000|.|.|.|1981
1935|12|5.14000000|.|.|1000|.|.|.|1988
1935|12|4.19000000|.|.|1000|.|.|.|1996
1935|12|3.65000000|.|.|1000|.|.|.|2004
1935|12|2.98000000|.|.|1000|4.93%|.|.|2013
1936|1|685.00000000|.|.|1000|.|.|.|1914
1936|1|94.19000000|.|.|1000|.|.|.|1936
1936|1|22.69000000|.|.|1000|.|.|.|1953
1936|1|17.46000000|.|.|1000|.|.|.|1966
1936|1|14.69000000|.|.|1000|.|.|.|1971
1936|1|10.69000000|.|.|1000|.|.|.|1974
1936|1|6.96000000|.|.|1000|.|.|.|1981
1936|1|5.14000000|.|.|1000|.|.|.|1988
1936|1|4.19000000|.|.|1000|.|.|.|1996
1936|1|3.65000000|.|.|1000|.|.|.|2004
1936|1|2.98000000|.|.|1000|6.81%|.|.|2013
1936|2|683.00000000|.|.|1000|.|.|.|1914
1936|2|93.91000000|.|.|1000|.|.|.|1936
1936|2|22.62000000|.|.|1000|.|.|.|1953
1936|2|17.41000000|.|.|1000|.|.|.|1966
1936|2|14.64000000|.|.|1000|.|.|.|1971
1936|2|10.65000000|.|.|1000|.|.|.|1974
1936|2|6.94000000|.|.|1000|.|.|.|1981
1936|2|5.13000000|.|.|1000|.|.|.|1988
1936|2|4.18000000|.|.|1000|.|.|.|1996
1936|2|3.64000000|.|.|1000|.|.|.|2004
1936|2|2.97000000|.|.|1000|8.00%|.|.|2013
1936|3|678.00000000|.|.|1000|.|.|.|1914
1936|3|93.23000000|.|.|1000|.|.|.|1936
1936|3|22.46000000|.|.|1000|.|.|.|1953
1936|3|17.28000000|.|.|1000|.|.|.|1966
1936|3|14.54000000|.|.|1000|.|.|.|1971
1936|3|10.58000000|.|.|1000|.|.|.|1974
1936|3|6.89000000|.|.|1000|.|.|.|1981
1936|3|5.09000000|.|.|1000|.|.|.|1988
1936|3|4.15000000|.|.|1000|.|.|.|1996
1936|3|3.61000000|.|.|1000|.|.|.|2004
1936|3|2.95000000|.|.|1000|9.26%|.|.|2013
1936|4|677.00000000|.|.|1000|.|.|.|1914
1936|4|93.09000000|.|.|1000|.|.|.|1936
1936|4|22.42000000|.|.|1000|.|.|.|1953
1936|4|17.26000000|.|.|1000|.|.|.|1966
1936|4|14.51000000|.|.|1000|.|.|.|1971
1936|4|10.56000000|.|.|1000|.|.|.|1974
1936|4|6.88000000|.|.|1000|.|.|.|1981
1936|4|5.08000000|.|.|1000|.|.|.|1988
1936|4|4.14000000|.|.|1000|.|.|.|1996
1936|4|3.61000000|.|.|1000|.|.|.|2004
1936|4|2.94000000|.|.|1000|7.66%|.|.|2013
1936|5|674.00000000|.|.|1000|.|.|.|1914
1936|5|92.68000000|.|.|1000|.|.|.|1936
1936|5|22.32000000|.|.|1000|.|.|.|1953
1936|5|17.18000000|.|.|1000|.|.|.|1966
1936|5|14.45000000|.|.|1000|.|.|.|1971
1936|5|10.51000000|.|.|1000|.|.|.|1974
1936|5|6.85000000|.|.|1000|.|.|.|1981
1936|5|5.06000000|.|.|1000|.|.|.|1988
1936|5|4.12000000|.|.|1000|.|.|.|1996
1936|5|3.59000000|.|.|1000|.|.|.|2004
1936|5|2.93000000|.|.|1000|5.40%|.|.|2013
1936|6|677.00000000|.|.|1000|.|.|.|1914
1936|6|93.09000000|.|.|1000|.|.|.|1936
1936|6|22.42000000|.|.|1000|.|.|.|1953
1936|6|17.26000000|.|.|1000|.|.|.|1966
1936|6|14.51000000|.|.|1000|.|.|.|1971
1936|6|10.56000000|.|.|1000|.|.|.|1974
1936|6|6.88000000|.|.|1000|.|.|.|1981
1936|6|5.08000000|.|.|1000|.|.|.|1988
1936|6|4.14000000|.|.|1000|.|.|.|1996
1936|6|3.61000000|.|.|1000|.|.|.|2004
1936|6|2.94000000|.|.|1000|4.24%|.|.|2013
1936|7|674.00000000|.|.|1000|.|.|.|1914
1936|7|92.68000000|.|.|1000|.|.|.|1936
1936|7|22.32000000|.|.|1000|.|.|.|1953
1936|7|17.18000000|.|.|1000|.|.|.|1966
1936|7|14.45000000|.|.|1000|.|.|.|1971
1936|7|10.51000000|.|.|1000|.|.|.|1974
1936|7|6.85000000|.|.|1000|.|.|.|1981
1936|7|5.06000000|.|.|1000|.|.|.|1988
1936|7|4.12000000|.|.|1000|.|.|.|1996
1936|7|3.59000000|.|.|1000|.|.|.|2004
1936|7|2.93000000|.|.|1000|2.81%|.|.|2013
1936|8|683.00000000|.|.|1000|.|.|.|1914
1936|8|93.91000000|.|.|1000|.|.|.|1936
1936|8|22.62000000|.|.|1000|.|.|.|1953
1936|8|17.41000000|.|.|1000|.|.|.|1966
1936|8|14.64000000|.|.|1000|.|.|.|1971
1936|8|10.65000000|.|.|1000|.|.|.|1974
1936|8|6.94000000|.|.|1000|.|.|.|1981
1936|8|5.13000000|.|.|1000|.|.|.|1988
1936|8|4.18000000|.|.|1000|.|.|.|1996
1936|8|3.64000000|.|.|1000|.|.|.|2004
1936|8|2.97000000|.|.|1000|3.13%|.|.|2013
1936|9|690.00000000|.|.|1000|.|.|.|1914
1936|9|94.88000000|.|.|1000|.|.|.|1936
1936|9|22.85000000|.|.|1000|.|.|.|1953
1936|9|17.59000000|.|.|1000|.|.|.|1966
1936|9|14.79000000|.|.|1000|.|.|.|1971
1936|9|10.76000000|.|.|1000|.|.|.|1974
1936|9|7.01000000|.|.|1000|.|.|.|1981
1936|9|5.18000000|.|.|1000|.|.|.|1988
1936|9|4.22000000|.|.|1000|.|.|.|1996
1936|9|3.68000000|.|.|1000|.|.|.|2004
1936|9|3.00000000|.|.|1000|3.08%|.|.|2013
1936|10|698.00000000|.|.|1000|.|.|.|1914
1936|10|95.98000000|.|.|1000|.|.|.|1936
1936|10|23.12000000|.|.|1000|.|.|.|1953
1936|10|17.79000000|.|.|1000|.|.|.|1966
1936|10|14.97000000|.|.|1000|.|.|.|1971
1936|10|10.89000000|.|.|1000|.|.|.|1974
1936|10|7.09000000|.|.|1000|.|.|.|1981
1936|10|5.24000000|.|.|1000|.|.|.|1988
1936|10|4.27000000|.|.|1000|.|.|.|1996
1936|10|3.72000000|.|.|1000|.|.|.|2004
1936|10|3.04000000|.|.|1000|2.01%|.|.|2013
1936|11|703.00000000|.|.|1000|.|.|.|1914
1936|11|96.66000000|.|.|1000|.|.|.|1936
1936|11|23.28000000|.|.|1000|.|.|.|1953
1936|11|17.92000000|.|.|1000|.|.|.|1966
1936|11|15.07000000|.|.|1000|.|.|.|1971
1936|11|10.97000000|.|.|1000|.|.|.|1974
1936|11|7.15000000|.|.|1000|.|.|.|1981
1936|11|5.28000000|.|.|1000|.|.|.|1988
1936|11|4.30000000|.|.|1000|.|.|.|1996
1936|11|3.75000000|.|.|1000|.|.|.|2004
1936|11|3.06000000|.|.|1000|2.00%|.|.|2013
1936|12|704.00000000|.|.|1000|.|.|.|1914
1936|12|96.80000000|.|.|1000|.|.|.|1936
1936|12|23.32000000|.|.|1000|.|.|.|1953
1936|12|17.94000000|.|.|1000|.|.|.|1966
1936|12|15.09000000|.|.|1000|.|.|.|1971
1936|12|10.98000000|.|.|1000|.|.|.|1974
1936|12|7.16000000|.|.|1000|.|.|.|1981
1936|12|5.29000000|.|.|1000|.|.|.|1988
1936|12|4.31000000|.|.|1000|.|.|.|1996
1936|12|3.75000000|.|.|1000|.|.|.|2004
1936|12|3.06000000|.|.|1000|2.68%|.|.|2013
1937|1|703.00000000|.|.|1000|.|.|.|1914
1937|1|96.66000000|.|.|1000|.|.|.|1936
1937|1|23.28000000|.|.|1000|.|.|.|1953
1937|1|17.92000000|.|.|1000|.|.|.|1966
1937|1|15.07000000|.|.|1000|.|.|.|1971
1937|1|10.97000000|.|.|1000|.|.|.|1974
1937|1|7.15000000|.|.|1000|.|.|.|1981
1937|1|5.28000000|.|.|1000|.|.|.|1988
1937|1|4.30000000|.|.|1000|.|.|.|1996
1937|1|3.75000000|.|.|1000|.|.|.|2004
1937|1|3.06000000|.|.|1000|2.68%|.|.|2013
1937|2|716.00000000|.|.|1000|.|.|.|1914
1937|2|98.45000000|.|.|1000|.|.|.|1936
1937|2|23.71000000|.|.|1000|.|.|.|1953
1937|2|18.25000000|.|.|1000|.|.|.|1966
1937|2|15.35000000|.|.|1000|.|.|.|1971
1937|2|11.17000000|.|.|1000|.|.|.|1974
1937|2|7.28000000|.|.|1000|.|.|.|1981
1937|2|5.38000000|.|.|1000|.|.|.|1988
1937|2|4.38000000|.|.|1000|.|.|.|1996
1937|2|3.82000000|.|.|1000|.|.|.|2004
1937|2|3.11000000|.|.|1000|5.05%|.|.|2013
1937|3|719.00000000|.|.|1000|.|.|.|1914
1937|3|98.86000000|.|.|1000|.|.|.|1936
1937|3|23.81000000|.|.|1000|.|.|.|1953
1937|3|18.33000000|.|.|1000|.|.|.|1966
1937|3|15.42000000|.|.|1000|.|.|.|1971
1937|3|11.22000000|.|.|1000|.|.|.|1974
1937|3|7.31000000|.|.|1000|.|.|.|1981
1937|3|5.40000000|.|.|1000|.|.|.|1988
1937|3|4.40000000|.|.|1000|.|.|.|1996
1937|3|3.83000000|.|.|1000|.|.|.|2004
1937|3|3.13000000|.|.|1000|6.10%|.|.|2013
1937|4|719.00000000|.|.|1000|.|.|.|1914
1937|4|98.86000000|.|.|1000|.|.|.|1936
1937|4|23.81000000|.|.|1000|.|.|.|1953
1937|4|18.33000000|.|.|1000|.|.|.|1966
1937|4|15.42000000|.|.|1000|.|.|.|1971
1937|4|11.22000000|.|.|1000|.|.|.|1974
1937|4|7.31000000|.|.|1000|.|.|.|1981
1937|4|5.40000000|.|.|1000|.|.|.|1988
1937|4|4.40000000|.|.|1000|.|.|.|1996
1937|4|3.83000000|.|.|1000|.|.|.|2004
1937|4|3.13000000|.|.|1000|6.10%|.|.|2013
1937|5|723.00000000|.|.|1000|.|.|.|1914
1937|5|99.41000000|.|.|1000|.|.|.|1936
1937|5|23.95000000|.|.|1000|.|.|.|1953
1937|5|18.43000000|.|.|1000|.|.|.|1966
1937|5|15.50000000|.|.|1000|.|.|.|1971
1937|5|11.28000000|.|.|1000|.|.|.|1974
1937|5|7.35000000|.|.|1000|.|.|.|1981
1937|5|5.43000000|.|.|1000|.|.|.|1988
1937|5|4.42000000|.|.|1000|.|.|.|1996
1937|5|3.85000000|.|.|1000|.|.|.|2004
1937|5|3.15000000|.|.|1000|7.51%|.|.|2013
1937|6|728.00000000|.|.|1000|.|.|.|1914
1937|6|100.10000000|.|.|1000|.|.|.|1936
1937|6|24.11000000|.|.|1000|.|.|.|1953
1937|6|18.56000000|.|.|1000|.|.|.|1966
1937|6|15.61000000|.|.|1000|.|.|.|1971
1937|6|11.36000000|.|.|1000|.|.|.|1974
1937|6|7.40000000|.|.|1000|.|.|.|1981
1937|6|5.47000000|.|.|1000|.|.|.|1988
1937|6|4.46000000|.|.|1000|.|.|.|1996
1937|6|3.88000000|.|.|1000|.|.|.|2004
1937|6|3.17000000|.|.|1000|7.46%|.|.|2013
1937|7|740.00000000|.|.|1000|.|.|.|1914
1937|7|101.75000000|.|.|1000|.|.|.|1936
1937|7|24.51000000|.|.|1000|.|.|.|1953
1937|7|18.86000000|.|.|1000|.|.|.|1966
1937|7|15.87000000|.|.|1000|.|.|.|1971
1937|7|11.54000000|.|.|1000|.|.|.|1974
1937|7|7.52000000|.|.|1000|.|.|.|1981
1937|7|5.56000000|.|.|1000|.|.|.|1988
1937|7|4.53000000|.|.|1000|.|.|.|1996
1937|7|3.94000000|.|.|1000|.|.|.|2004
1937|7|3.22000000|.|.|1000|9.90%|.|.|2013
1937|8|746.00000000|.|.|1000|.|.|.|1914
1937|8|102.58000000|.|.|1000|.|.|.|1936
1937|8|24.71000000|.|.|1000|.|.|.|1953
1937|8|19.02000000|.|.|1000|.|.|.|1966
1937|8|15.99000000|.|.|1000|.|.|.|1971
1937|8|11.64000000|.|.|1000|.|.|.|1974
1937|8|7.58000000|.|.|1000|.|.|.|1981
1937|8|5.60000000|.|.|1000|.|.|.|1988
1937|8|4.57000000|.|.|1000|.|.|.|1996
1937|8|3.98000000|.|.|1000|.|.|.|2004
1937|8|3.25000000|.|.|1000|9.43%|.|.|2013
1937|9|753.00000000|.|.|1000|.|.|.|1914
1937|9|103.54000000|.|.|1000|.|.|.|1936
1937|9|24.94000000|.|.|1000|.|.|.|1953
1937|9|19.19000000|.|.|1000|.|.|.|1966
1937|9|16.14000000|.|.|1000|.|.|.|1971
1937|9|11.75000000|.|.|1000|.|.|.|1974
1937|9|7.65000000|.|.|1000|.|.|.|1981
1937|9|5.66000000|.|.|1000|.|.|.|1988
1937|9|4.61000000|.|.|1000|.|.|.|1996
1937|9|4.01000000|.|.|1000|.|.|.|2004
1937|9|3.28000000|.|.|1000|8.97%|.|.|2013
1937|10|756.00000000|.|.|1000|.|.|.|1914
1937|10|103.95000000|.|.|1000|.|.|.|1936
1937|10|25.04000000|.|.|1000|.|.|.|1953
1937|10|19.27000000|.|.|1000|.|.|.|1966
1937|10|16.21000000|.|.|1000|.|.|.|1971
1937|10|11.79000000|.|.|1000|.|.|.|1974
1937|10|7.68000000|.|.|1000|.|.|.|1981
1937|10|5.68000000|.|.|1000|.|.|.|1988
1937|10|4.63000000|.|.|1000|.|.|.|1996
1937|10|4.03000000|.|.|1000|.|.|.|2004
1937|10|3.29000000|.|.|1000|8.22%|.|.|2013
1937|11|758.00000000|.|.|1000|.|.|.|1914
1937|11|104.23000000|.|.|1000|.|.|.|1936
1937|11|25.10000000|.|.|1000|.|.|.|1953
1937|11|19.32000000|.|.|1000|.|.|.|1966
1937|11|16.25000000|.|.|1000|.|.|.|1971
1937|11|11.82000000|.|.|1000|.|.|.|1974
1937|11|7.70000000|.|.|1000|.|.|.|1981
1937|11|5.69000000|.|.|1000|.|.|.|1988
1937|11|4.64000000|.|.|1000|.|.|.|1996
1937|11|4.04000000|.|.|1000|.|.|.|2004
1937|11|3.30000000|.|.|1000|7.84%|.|.|2013
1937|12|758.00000000|.|.|1000|.|.|.|1914
1937|12|104.23000000|.|.|1000|.|.|.|1936
1937|12|25.10000000|.|.|1000|.|.|.|1953
1937|12|19.32000000|.|.|1000|.|.|.|1966
1937|12|16.25000000|.|.|1000|.|.|.|1971
1937|12|11.82000000|.|.|1000|.|.|.|1974
1937|12|7.70000000|.|.|1000|.|.|.|1981
1937|12|5.69000000|.|.|1000|.|.|.|1988
1937|12|4.64000000|.|.|1000|.|.|.|1996
1937|12|4.04000000|.|.|1000|.|.|.|2004
1937|12|3.30000000|.|.|1000|7.84%|.|.|2013
1938|1|766.00000000|.|.|1000|.|.|.|1914
1938|1|105.33000000|.|.|1000|.|.|.|1936
1938|1|25.37000000|.|.|1000|.|.|.|1953
1938|1|19.53000000|.|.|1000|.|.|.|1966
1938|1|16.42000000|.|.|1000|.|.|.|1971
1938|1|11.95000000|.|.|1000|.|.|.|1974
1938|1|7.79000000|.|.|1000|.|.|.|1981
1938|1|5.75000000|.|.|1000|.|.|.|1988
1938|1|4.69000000|.|.|1000|.|.|.|1996
1938|1|4.08000000|.|.|1000|.|.|.|2004
1938|1|3.33000000|.|.|1000|8.82%|.|.|2013
1938|2|763.00000000|.|.|1000|.|.|.|1914
1938|2|104.91000000|.|.|1000|.|.|.|1936
1938|2|25.27000000|.|.|1000|.|.|.|1953
1938|2|19.45000000|.|.|1000|.|.|.|1966
1938|2|16.36000000|.|.|1000|.|.|.|1971
1938|2|11.90000000|.|.|1000|.|.|.|1974
1938|2|7.76000000|.|.|1000|.|.|.|1981
1938|2|5.73000000|.|.|1000|.|.|.|1988
1938|2|4.67000000|.|.|1000|.|.|.|1996
1938|2|4.07000000|.|.|1000|.|.|.|2004
1938|2|3.32000000|.|.|1000|6.73%|.|.|2013
1938|3|757.00000000|.|.|1000|.|.|.|1914
1938|3|104.09000000|.|.|1000|.|.|.|1936
1938|3|25.07000000|.|.|1000|.|.|.|1953
1938|3|19.30000000|.|.|1000|.|.|.|1966
1938|3|16.23000000|.|.|1000|.|.|.|1971
1938|3|11.81000000|.|.|1000|.|.|.|1974
1938|3|7.69000000|.|.|1000|.|.|.|1981
1938|3|5.69000000|.|.|1000|.|.|.|1988
1938|3|4.63000000|.|.|1000|.|.|.|1996
1938|3|4.03000000|.|.|1000|.|.|.|2004
1938|3|3.29000000|.|.|1000|5.11%|.|.|2013
1938|4|751.00000000|.|.|1000|.|.|.|1914
1938|4|103.26000000|.|.|1000|.|.|.|1936
1938|4|24.87000000|.|.|1000|.|.|.|1953
1938|4|19.14000000|.|.|1000|.|.|.|1966
1938|4|16.10000000|.|.|1000|.|.|.|1971
1938|4|11.72000000|.|.|1000|.|.|.|1974
1938|4|7.63000000|.|.|1000|.|.|.|1981
1938|4|5.64000000|.|.|1000|.|.|.|1988
1938|4|4.60000000|.|.|1000|.|.|.|1996
1938|4|4.00000000|.|.|1000|.|.|.|2004
1938|4|3.27000000|.|.|1000|4.47%|.|.|2013
1938|5|753.00000000|.|.|1000|.|.|.|1914
1938|5|103.54000000|.|.|1000|.|.|.|1936
1938|5|24.94000000|.|.|1000|.|.|.|1953
1938|5|19.19000000|.|.|1000|.|.|.|1966
1938|5|16.14000000|.|.|1000|.|.|.|1971
1938|5|11.75000000|.|.|1000|.|.|.|1974
1938|5|7.65000000|.|.|1000|.|.|.|1981
1938|5|5.66000000|.|.|1000|.|.|.|1988
1938|5|4.61000000|.|.|1000|.|.|.|1996
1938|5|4.01000000|.|.|1000|.|.|.|2004
1938|5|3.28000000|.|.|1000|4.13%|.|.|2013
1938|6|761.00000000|.|.|1000|.|.|.|1914
1938|6|104.64000000|.|.|1000|.|.|.|1936
1938|6|25.20000000|.|.|1000|.|.|.|1953
1938|6|19.40000000|.|.|1000|.|.|.|1966
1938|6|16.32000000|.|.|1000|.|.|.|1971
1938|6|11.87000000|.|.|1000|.|.|.|1974
1938|6|7.73000000|.|.|1000|.|.|.|1981
1938|6|5.72000000|.|.|1000|.|.|.|1988
1938|6|4.66000000|.|.|1000|.|.|.|1996
1938|6|4.06000000|.|.|1000|.|.|.|2004
1938|6|3.31000000|.|.|1000|4.73%|.|.|2013
1938|7|755.00000000|.|.|1000|.|.|.|1914
1938|7|103.81000000|.|.|1000|.|.|.|1936
1938|7|25.01000000|.|.|1000|.|.|.|1953
1938|7|19.24000000|.|.|1000|.|.|.|1966
1938|7|16.19000000|.|.|1000|.|.|.|1971
1938|7|11.78000000|.|.|1000|.|.|.|1974
1938|7|7.67000000|.|.|1000|.|.|.|1981
1938|7|5.67000000|.|.|1000|.|.|.|1988
1938|7|4.62000000|.|.|1000|.|.|.|1996
1938|7|4.02000000|.|.|1000|.|.|.|2004
1938|7|3.28000000|.|.|1000|1.86%|.|.|2013
1938|8|755.00000000|.|.|1000|.|.|.|1914
1938|8|103.81000000|.|.|1000|.|.|.|1936
1938|8|25.01000000|.|.|1000|.|.|.|1953
1938|8|19.24000000|.|.|1000|.|.|.|1966
1938|8|16.19000000|.|.|1000|.|.|.|1971
1938|8|11.78000000|.|.|1000|.|.|.|1974
1938|8|7.67000000|.|.|1000|.|.|.|1981
1938|8|5.67000000|.|.|1000|.|.|.|1988
1938|8|4.62000000|.|.|1000|.|.|.|1996
1938|8|4.02000000|.|.|1000|.|.|.|2004
1938|8|3.28000000|.|.|1000|0.92%|.|.|2013
1938|9|764.00000000|.|.|1000|.|.|.|1914
1938|9|105.05000000|.|.|1000|.|.|.|1936
1938|9|25.30000000|.|.|1000|.|.|.|1953
1938|9|19.47000000|.|.|1000|.|.|.|1966
1938|9|16.38000000|.|.|1000|.|.|.|1971
1938|9|11.92000000|.|.|1000|.|.|.|1974
1938|9|7.77000000|.|.|1000|.|.|.|1981
1938|9|5.74000000|.|.|1000|.|.|.|1988
1938|9|4.68000000|.|.|1000|.|.|.|1996
1938|9|4.07000000|.|.|1000|.|.|.|2004
1938|9|3.32000000|.|.|1000|1.52%|.|.|2013
1938|10|769.00000000|.|.|1000|.|.|.|1914
1938|10|105.74000000|.|.|1000|.|.|.|1936
1938|10|25.47000000|.|.|1000|.|.|.|1953
1938|10|19.60000000|.|.|1000|.|.|.|1966
1938|10|16.49000000|.|.|1000|.|.|.|1971
1938|10|12.00000000|.|.|1000|.|.|.|1974
1938|10|7.82000000|.|.|1000|.|.|.|1981
1938|10|5.78000000|.|.|1000|.|.|.|1988
1938|10|4.71000000|.|.|1000|.|.|.|1996
1938|10|4.10000000|.|.|1000|.|.|.|2004
1938|10|3.35000000|.|.|1000|1.82%|.|.|2013
1938|11|772.00000000|.|.|1000|.|.|.|1914
1938|11|106.15000000|.|.|1000|.|.|.|1936
1938|11|25.57000000|.|.|1000|.|.|.|1953
1938|11|19.68000000|.|.|1000|.|.|.|1966
1938|11|16.55000000|.|.|1000|.|.|.|1971
1938|11|12.04000000|.|.|1000|.|.|.|1974
1938|11|7.85000000|.|.|1000|.|.|.|1981
1938|11|5.80000000|.|.|1000|.|.|.|1988
1938|11|4.72000000|.|.|1000|.|.|.|1996
1938|11|4.11000000|.|.|1000|.|.|.|2004
1938|11|3.36000000|.|.|1000|1.82%|.|.|2013
1938|12|768.00000000|.|.|1000|.|.|.|1914
1938|12|105.60000000|.|.|1000|.|.|.|1936
1938|12|25.44000000|.|.|1000|.|.|.|1953
1938|12|19.58000000|.|.|1000|.|.|.|1966
1938|12|16.47000000|.|.|1000|.|.|.|1971
1938|12|11.98000000|.|.|1000|.|.|.|1974
1938|12|7.81000000|.|.|1000|.|.|.|1981
1938|12|5.77000000|.|.|1000|.|.|.|1988
1938|12|4.70000000|.|.|1000|.|.|.|1996
1938|12|4.09000000|.|.|1000|.|.|.|2004
1938|12|3.34000000|.|.|1000|1.21%|.|.|2013
1939|1|769.48000000|.|.|1000|.|.|.|1914
1939|1|105.80000000|.|.|1000|.|.|.|1936
1939|1|25.49000000|.|.|1000|.|.|.|1953
1939|1|19.62000000|.|.|1000|.|.|.|1966
1939|1|16.50000000|.|.|1000|.|.|.|1971
1939|1|12.04000000|.|.|1000|.|.|.|1974
1939|1|7.82000000|.|.|1000|.|.|.|1981
1939|1|5.78000000|.|.|1000|.|.|.|1988
1939|1|4.71000000|.|.|1000|.|.|.|1996
1939|1|4.10000000|.|.|1000|.|.|.|2004
1939|1|3.35000000|.|.|1000|0.60%|.|.|2013
1939|2|759.30000000|.|.|1000|.|.|.|1914
1939|2|104.40000000|.|.|1000|.|.|.|1936
1939|2|25.15000000|.|.|1000|.|.|.|1953
1939|2|19.36000000|.|.|1000|.|.|.|1966
1939|2|16.28000000|.|.|1000|.|.|.|1971
1939|2|11.88000000|.|.|1000|.|.|.|1974
1939|2|7.72000000|.|.|1000|.|.|.|1981
1939|2|5.70000000|.|.|1000|.|.|.|1988
1939|2|4.65000000|.|.|1000|.|.|.|1996
1939|2|4.04000000|.|.|1000|.|.|.|2004
1939|2|3.30000000|.|.|1000|-0.90%|.|.|2013
1939|3|753.48000000|.|.|1000|.|.|.|1914
1939|3|103.60000000|.|.|1000|.|.|.|1936
1939|3|24.96000000|.|.|1000|.|.|.|1953
1939|3|19.21000000|.|.|1000|.|.|.|1966
1939|3|16.16000000|.|.|1000|.|.|.|1971
1939|3|11.79000000|.|.|1000|.|.|.|1974
